,Datetime,ID,Text,Media
25,2022-02-09 15:00:02+00:00,1491426671664123904,"Kalev Leetaru | How Is ""Imminent"" Being Used To Describe Events In Ukraine?

https://t.co/yOmlvluzbk https://t.co/BxzFwvZ5nN",RealClearNews
26,2022-02-08 19:10:03+00:00,1491127201722478598,"COMMENTARY | If Congress really wants to protect democracy, it should make the federal bureaucracy at-will once again https://t.co/col9Ii8xRc https://t.co/zADYyUxZZf",RealClearNews
27,2022-02-08 18:05:04+00:00,1491110847367815170,"COMMENTARY | Reader trust is the lifeblood of journalism. If you can’t believe what you read, why bother? https://t.co/yycCkDyThB https://t.co/MDP166CLWW",RealClearNews
28,2022-02-08 15:00:02+00:00,1491064285602062346,"Kalev Leetaru | How Was CNN President Jeff Zucker's Resignation Covered On Television News?

https://t.co/gDIlyvz22a https://t.co/nBaBg3gidi",RealClearNews
29,2022-02-07 15:21:26+00:00,1490707281452883972,"Kalev Leetaru | How Were Obama's, Trump's and Biden's First Years Covered On Television News?

https://t.co/utNrK438OT https://t.co/2q5uRHqgkg",RealClearNews
30,2022-02-04 21:55:02+00:00,1489719170090553351,COMMENTARY | Democrats Pushing Gun Registry as Precursor to Gun Ban https://t.co/oa5ecqGgrB https://t.co/EkU2Hw3LMh,RealClearNews
31,2022-02-04 20:55:02+00:00,1489704071380484100,COMMENTARY | Larry Fink’s Crusade Runs Into Resistance https://t.co/Fj4KjlFryO https://t.co/rp1Pj7SoUr,RealClearNews
32,2022-02-04 15:00:00+00:00,1489614724564078592,"Kalev Leetaru | How Is ""Wokeness"" Being Covered On Television News?

https://t.co/hcGv29Q8BY https://t.co/Z4iMXWvmln",RealClearNews
33,2022-02-04 14:47:10+00:00,1489611492269998080,"COMMENTARY | Educational Elites Have Awakened a Sleeping Tiger | via @realclearpolicy 

https://t.co/0Y8At30zqc",RealClearNews
34,2022-02-04 14:45:00+00:00,1489610950021890056,"COMMENTARY | Tim Baxter, and the Rise of 'Know Something' Republicans? | via @rc_markets 

https://t.co/J2JfoANa1e",RealClearNews
35,2022-02-03 17:35:03+00:00,1489291354308022273,COMMENTARY | States Have the Power to Restore Faith in Our Electoral System - Will They Use It? https://t.co/LMNbCukJs1 https://t.co/UjDzu6uBLk,RealClearNews
36,2022-02-03 16:23:51+00:00,1489273435918327808,"COMMENTARY | Arnold Schwarzenegger Gets a Sunburn | via @RealClearEnergy 

https://t.co/EeiNhGqGLn",RealClearNews
37,2022-02-03 15:00:00+00:00,1489252337357135872,"Kalev Leetaru | How Are Medical Professionals Being Covered On Television News?

https://t.co/UgT7hxtIHQ https://t.co/xIDRmH6xZZ",RealClearNews
38,2022-02-03 14:47:27+00:00,1489249176990797840,"COMMENTARY | Make Regulatory Reforms to Keep Expanded Access to Care | via @realclearpolicy

https://t.co/wHTjAYSj4h",RealClearNews
39,2022-02-03 14:43:07+00:00,1489248086203387908,"BOOK REVIEW | Christopher Leonard's Confused 'The Lords of Easy Money' | via @rc_markets 

https://t.co/m0nk8L1ytZ",RealClearNews
40,2022-02-03 14:34:30+00:00,1489245918742429698,"COMMENTARY | Cobalt Blues: Derisking the Global Supply Chain for a Critical Mineral | via @RealClearEnergy 

https://t.co/DwsD8EHVyx",RealClearNews
41,2022-02-03 14:26:25+00:00,1489243885628968960,"COMMENTARY | Is Democracy Down for the Count in New York? | via @realclearpolicy 

https://t.co/8TDpcsGdT9",RealClearNews
42,2022-02-02 17:45:06+00:00,1488931497398702091,COMMENTARY | Elections lose legitimacy when voters perceive that they are unfair. We’ve now had two consecutive presidents willing to risk that legitimacy for temporary partisan advantage https://t.co/RF5lvrkTkq https://t.co/ZZmOZswive,RealClearNews
43,2022-02-02 16:19:03+00:00,1488909843033436163,"COMMENTARY | Europe’s Self-Made Energy Crisis | via @RealClearEnergy

https://t.co/62y9vhbc84",RealClearNews
44,2022-02-02 14:58:21+00:00,1488889532850319367,"Kalev Leetaru | How Was The Texas Synagogue Attack Covered On Television News?

https://t.co/8nrPL3K6zG https://t.co/Ep3fKVLCtd",RealClearNews
45,2022-02-02 14:39:31+00:00,1488884793613901828,"COMMENTARY | The Importance of Virtual Learning for Families and At-risk Students | via @realclearpolicy 

https://t.co/srUD3GaUZd",RealClearNews
46,2022-02-01 17:45:05+00:00,1488569102994137089,COMMENTARY | The national media seems to feel concerns about nudity and profanity in “Maus” belie a more sinister agenda https://t.co/wy2kPNLyru https://t.co/Y5AQQODphC,RealClearNews
47,2022-02-01 16:46:09+00:00,1488554275609395210,"COMMENTARY | Big Tech Has Been Destroying Local News. Finally, a Response. | via @realclearpolicy 

https://t.co/eJ7mJ54L0R",RealClearNews
48,2022-02-01 16:40:56+00:00,1488552961114578950,"COMMENTARY | A Fragile Left Unwittingly Creates a 'Cancel-Industrial Complex' for the Right | via @rc_markets 

https://t.co/yDKflx8RZK",RealClearNews
49,2022-02-01 15:33:23+00:00,1488535961856364546,"Kalev Leetaru | LGBTQ Mentions On Television News Don't Increase Under Biden

https://t.co/eDw65ZZC4w https://t.co/fi88g5QmGS",RealClearNews
50,2022-01-31 15:08:58+00:00,1488167430245466115,"Kalev Leetaru | Television News Is Still Talking About Donald Trump

https://t.co/m9lAwnFIlu https://t.co/BLVx9tjjcw",RealClearNews
51,2022-01-31 15:06:21+00:00,1488166770422726661,"COMMENTARY | Anti-COVID ‘Smart Bomb’ Could Protect You for a Year | via @RealClearHealth 

https://t.co/RwccHfprGh",RealClearNews
52,2022-01-31 14:34:09+00:00,1488158667945951232,"COMMENTARY | The Sierra Club Loves Wind Turbines, Not Whales | via @RealClearEnergy 

https://t.co/O66uuY0NyG",RealClearNews
53,2022-01-28 22:30:08+00:00,1487191287480598530,"COMMENTARY | Will the Battle to Replace Breyer Be Bitter, or Just Close? https://t.co/syUP8cdC9V https://t.co/9VxhgEKlnr",RealClearNews
54,2022-01-28 21:25:02+00:00,1487174904910913545,"COMMENTARY | Drop Boxes, Mail-In Voting Are Not Threats to Election Integrity https://t.co/wkvGOmZTSY https://t.co/KrYPEH1h5P",RealClearNews
55,2022-01-28 20:25:02+00:00,1487159806662172674,"COMMENTARY | Universities aren’t waiting for the Supreme Court to rule on whether affirmative action is constitutional. They already taking preemptive steps, designed to keep their current practices in place https://t.co/IVAXcm5kL7 https://t.co/G1GpjOkwyA",RealClearNews
56,2022-01-28 18:46:51+00:00,1487135097878982658,"COMMENTARY | Needed: Covid After-Action Report | via @RealClearHealth 

https://t.co/INHGarBOa2",RealClearNews
57,2022-01-28 18:44:55+00:00,1487134608810549252,"COMMENTARY | Arizona's Army of Reformers is Defeating Red Tape | via @realclearpolicy 

https://t.co/7wXspviGd0",RealClearNews
58,2022-01-28 18:37:46+00:00,1487132810938884098,"COMMENTARY | Don't Fret Rising Rates. They Won't Wreck Stocks or the Economy | via @rc_markets 

https://t.co/gnBxd946Bj",RealClearNews
59,2022-01-28 15:00:03+00:00,1487078020946952192,"Kalev Leetaru | How Are SPACs Being Covered On Business Television News?

https://t.co/gGqhhORk5P https://t.co/13w64avPPW",RealClearNews
60,2022-01-27 19:01:21+00:00,1486776358449598464,On today's @RCDefense podcast great conversation w @tobyharnden author of “First Casualty: The Untold Story of the CIA Mission to Avenge 9/11.” Based on interviews w the remarkable members of Team Alpha and Special Forces who helped to topple the Taliban https://t.co/QjCESwNEqY https://t.co/KWNwzgs5Fh,RealClearNews
61,2022-01-27 17:19:44+00:00,1486750785681739776,"COMMENTARY | Basic Income is the Wrong Solution for Atlanta's Poor | via @realclearpolicy 

https://t.co/m6vfKGKclE",RealClearNews
62,2022-01-27 15:22:54+00:00,1486721381798535170,"The Vino &amp; Veritas Society: Reviving the American 'Unum' | via @realclearpolicy 

https://t.co/YieOEVZ6JA",RealClearNews
63,2022-01-27 15:19:45+00:00,1486720589486170134,"BOOK REVIEW | James Ivory's Very Interesting 'Solid Ivory' | via @rc_markets 

https://t.co/VMGJctLkYt",RealClearNews
64,2022-01-27 15:00:04+00:00,1486715635853774853,"Kalev Leetaru | How Has Brianna Kupfer Been Covered On Television News? 

https://t.co/37jifYdCwS https://t.co/KQQMswnLkv",RealClearNews
65,2022-01-26 23:00:39+00:00,1486474193575321603,COMMENTARY | America Depends on the Mushy Middle https://t.co/8eZyzuzsuh https://t.co/D8KZ5n3uir,RealClearNews
66,2022-01-26 22:01:15+00:00,1486459245243637760,"COMMENTARY | Beneath all the bickering that generates viewers and clicks, there is a strong desire by most representatives to find consensus and produce results https://t.co/fa0pt7cYyS https://t.co/qdNho5xSVE",RealClearNews
67,2022-01-26 15:35:43+00:00,1486362220950917133,"COMMENTARY | The Empty Rhetoric of Fracking Bans | via @RealClearEnergy 

https://t.co/RX23NPveOW",RealClearNews
68,2022-01-26 15:31:54+00:00,1486361262565040136,"COMMENTARY | Getting It Right for the Consumer | via @RealClearHealth 

https://t.co/8XrZL7Wvja",RealClearNews
69,2022-01-26 15:29:22+00:00,1486360623055261696,"COMMENTARY | Woke Capital Won’t Save the Planet – But It Will Crash the Economy | via @RealClearEnergy 

https://t.co/WOYBNXKpaP",RealClearNews
70,2022-01-26 15:28:30+00:00,1486360403777146887,"COMMENTARY | Patient Safety Should Not Be Jeopardized for a Quick Political Win | via @RealClearHealth 

https://t.co/7cOvDAKX07",RealClearNews
71,2022-01-26 15:00:01+00:00,1486353235501740036,"Kalev Leetaru | How Is ""Democracy"" Being Covered On Television News?

https://t.co/Y6eX6doQ0T https://t.co/maZHSpOKOF",RealClearNews
72,2022-01-25 19:10:03+00:00,1486053773239803905,"COMMENTARY | When we polarize on cultural or moral issues, compromise is much harder, partly because compromise looks like weakness and defeat https://t.co/uJXX8ulQ6u https://t.co/KpxxZmWrKW",RealClearNews
73,2022-01-25 18:10:03+00:00,1486038673816797190,COMMENTARY | The First Lady Double Standard https://t.co/KbED2JQ2Q4 https://t.co/AL7GoBeb5n,RealClearNews
74,2022-01-25 17:10:33+00:00,1486023697320357888,"COMMENTARY | Why We Can’t Split the Difference on Culture

https://t.co/Lhq4ahHk9H",RealClearNews
75,2022-01-25 16:56:41+00:00,1486020207999356931,"Lincoln on the Cause of Our Present Discontents: A Review of ""His Greatest Speeches"" by Diana Schaub

https://t.co/L4Yf1PX1uP",RealClearNews
76,2022-01-25 16:37:33+00:00,1486015393948962816,"COMMENTARY | Janet Yellen Mistakes Political Force for 'Supply-Side Economics' | via @rc_markets 

https://t.co/v7sGeHFa0T",RealClearNews
77,2022-01-25 15:21:08+00:00,1485996162607988745,"Kalev Leetaru | How Are Covid Infections Being Covered On Television News?

https://t.co/bR3DYvi7n4 https://t.co/Ajm305rJAP",RealClearNews
78,2022-01-24 18:05:03+00:00,1485675026632294400,COMMENTARY | The eventual end of the legislative filibuster is absolutely a plausible scenario. But filibuster opponents should be careful not to assume it is an inevitable scenario https://t.co/PgF451dPXo https://t.co/dbIQuBqZRU,RealClearNews
79,2022-01-24 16:11:41+00:00,1485646498578767875,"Kalev Leetaru | How Are The Latest Ukraine Developments Being Covered On Television News? 

https://t.co/KJ4SAyMr4b https://t.co/PyR1mm29rT",RealClearNews
80,2022-01-21 23:25:02+00:00,1484668388794413060,"COMMENTARY | Poll: Majority of Millennials, Gen Zers Want Limits on Abortion https://t.co/5MRXLt9DWq https://t.co/cIyt96zeop",RealClearNews
81,2022-01-21 21:25:02+00:00,1484638190564741124,COMMENTARY | Opponents Team Up Against Voting Rights https://t.co/rD1wkDSUU7 https://t.co/zuRw06Yy0V,RealClearNews
82,2022-01-21 20:25:03+00:00,1484623094169931780,"COMMENTARY | Hope has been an essential part of the March for Life since the first march in 1974, but rarely has that hope seemed so palpable or concrete as it does now https://t.co/YZSh3FvrA8 https://t.co/J1b7xjb9zg",RealClearNews
83,2022-01-21 15:00:01+00:00,1484541297008549894,"Kalev Leetaru | How Is Ukraine Being Covered On Television News?

https://t.co/IuAXVcj6L4 https://t.co/T5CHZW5tpT",RealClearNews
84,2022-01-20 20:50:02+00:00,1484266994211897349,"COMMENTARY | The role of a mayor has never been more important in addressing the most pressing economic, health, public safety and climate priorities facing our nation’s communities https://t.co/KjJzlkVSnj https://t.co/6Z23Hyy2cp",RealClearNews
85,2022-01-20 19:50:04+00:00,1484251902997106700,"COMMENTARY | What if you could go online, anytime, and find out exactly who is eligible to vote in the next election? https://t.co/6eQIw0AlC2 https://t.co/hYzra6v8MK",RealClearNews
86,2022-01-20 19:18:18+00:00,1484243910855733266,"COMMENTARY | Global Agency Sows Fear With Misinformation | via @RealClearEnergy 

https://t.co/3dugBBohec",RealClearNews
87,2022-01-20 19:17:25+00:00,1484243687446126592,"COMMENTARY | Offshore U.S. Oil and Gas Is Critical to Lowering Energy Prices | via @RealClearEnergy 

https://t.co/47xnKR87dZ",RealClearNews
88,2022-01-20 19:16:03+00:00,1484243341730582530,"BOOK REVIEW | Charles Moss and Jonathan Kay's 'Magic In the Dark' | via @rc_markets 

https://t.co/JcNsguMxzb",RealClearNews
89,2022-01-20 17:50:03+00:00,1484221698467631107,COMMENTARY | Biden's Disastrous First Year Drives Voters Into GOP Arms https://t.co/cFGKqxwDvS https://t.co/5zs3XUnZef,RealClearNews
90,2022-01-20 15:00:02+00:00,1484178914838814721,"Kalev Leetaru | How Has Remote Learning Being Covered On Television News?

https://t.co/5Wce85wslU https://t.co/9ddy9DabAL",RealClearNews
91,2022-01-19 15:49:02+00:00,1483828855949434887,"COMMENTARY | Do We Really Need More STEM Graduates? | via @RCScience 

https://t.co/waQ6wjqGLu",RealClearNews
92,2022-01-19 15:00:00+00:00,1483816517401677827,"Kalev Leetaru | How Have Voting Rights Been Covered On Television News?

https://t.co/8FbokiBNK0 https://t.co/9AOhEWwubg",RealClearNews
93,2022-01-18 20:40:03+00:00,1483539706533097474,"COMMENTARY | If ever there was an Olympics that should be boycotted, this is it https://t.co/ILavJyMwSs https://t.co/RinBDcwlTn",RealClearNews
94,2022-01-18 18:40:03+00:00,1483509507896532998,COMMENTARY | Joe Biden must disappoint the left and bolster democracy by working with Republicans to fix the broken Electoral Count Act https://t.co/4vo7I55P0U https://t.co/of8f22M4ic,RealClearNews
95,2022-01-18 17:40:03+00:00,1483494405860433920,COMMENTARY | Pennsylvania's Redistricting Is Marked by Hyper-Partisanship https://t.co/ci1jWxsQq7 https://t.co/39hmP59xRD,RealClearNews
96,2022-01-18 15:40:27+00:00,1483464311003566088,"COMMENTARY | In Vaccine Mandate Case, the Supreme Court Gets It Right | via @RealClearCivics 

https://t.co/8LdgdwqROh",RealClearNews
97,2022-01-18 15:34:28+00:00,1483462804799725569,"COMMENTARY | Dismiss the Self-Serious Experts, Growth Is About Falling Prices | via @rc_markets 

https://t.co/a7im5rGSHJ",RealClearNews
98,2022-01-18 15:00:01+00:00,1483454134967799816,"Kalev Leetaru | How Has ""Gain Of Function"" Research Been Covered On Television News?

https://t.co/Lq1C2gkoLk https://t.co/5tNYd5xM3K",RealClearNews
99,2022-01-17 20:16:42+00:00,1483171444192387072,"COMMENTARY | What Did Last Week Mean for Election Law? | via @realclearpolicy 

https://t.co/ETPl7eLrjW",RealClearNews
100,2022-01-17 19:25:02+00:00,1483158439736098816,COMMENTARY | Cheapening the Vote: The Other Inflation https://t.co/NNu0Xoan6U https://t.co/V79rul0N4p,RealClearNews
101,2022-01-17 15:08:09+00:00,1483093791762440193,"Kalev Leetaru | How Was President Biden's January 6th Speech Covered On Television News?

https://t.co/EcxwZtStx0 https://t.co/BL1rxk42V0",RealClearNews
102,2022-01-17 14:47:47+00:00,1483088666989891584,Biden's 'Blue-Collar' War on Monopolies  https://t.co/ATCbqHqv46,RealClearNews
103,2022-01-14 20:43:38+00:00,1482091056619524097,On @RCDefense podcast @JohnJWaters1 and @johncsorensen talk to @ArnoldLPunaro about the impact of a possible yearlong Continuing Resolution for defense. “Right now we’re in probably the worst situation I’ve seen in 50 years of doing this.” https://t.co/4mr74GdQlA https://t.co/x1A3dljOhw,RealClearNews
104,2022-01-14 16:51:27+00:00,1482032627330826245,"COMMENTARY | State Certificate-of-Need Laws Deserve a Federal Response | via @RealClearHealth 

https://t.co/9dQh01IgQk",RealClearNews
105,2022-01-14 16:48:35+00:00,1482031905834950660,"COMMENTARY | Will A New High-Water Mark of Opioid Deaths Mark a Turning Point? | via @RealClearHealth 

https://t.co/cT1RetV4Sz",RealClearNews
106,2022-01-14 16:43:23+00:00,1482030597430259717,"COMMENTARY | Will the Climate Industry Move the Goalposts Again? | via @RealClearEnergy 

https://t.co/xxO1s6o9qk",RealClearNews
107,2022-01-14 15:00:03+00:00,1482004589620731909,"Kalev Leetaru | How Are Supply Chains Being Covered On Television News?

https://t.co/mwbZiTgCXl https://t.co/LpgAdFkSUx",RealClearNews
108,2022-01-13 18:40:03+00:00,1481697568090476551,COMMENTARY | Bucks County Is Key to PA's GOP Gubernatorial Primary https://t.co/ZCyDyvg6cO https://t.co/xfnBNHNgGe,RealClearNews
109,2022-01-13 17:40:03+00:00,1481682469111877637,"COMMENTARY | A pandemic consensus seems to be emerging – one that respects some degree of freedom and decentralized decision-making. But if it forms, will it stick? https://t.co/hPPG73F3EM https://t.co/INJfCJL7oD",RealClearNews
110,2022-01-13 16:37:45+00:00,1481666788261781511,"COMMENTARY | An Untrustworthy COVID Consensus?

https://t.co/rqBLYcu6oH",RealClearNews
111,2022-01-13 15:47:18+00:00,1481654092954947584,"BOOK REVIEW | Mark Mills's Thoroughly Brilliant 'The Cloud Revolution' | via @rc_markets 

https://t.co/oXhHxrJGuO",RealClearNews
112,2022-01-13 15:38:30+00:00,1481651878416896012,"COMMENTARY | Surprise! This Bull Market Survives 2022...And Beyond... | via @rc_markets 

https://t.co/hLPiAqeC6w",RealClearNews
113,2022-01-13 15:26:17+00:00,1481648806894587917,"COMMENTARY | Bucks County Is Key to PA's GOP Gubernatorial Primary

https://t.co/VurR8yrUHl",RealClearNews
114,2022-01-13 15:00:03+00:00,1481642204187693059,"Kalev Leetaru | How Is Inflation Being Covered On Television News?

https://t.co/ghT90v3CKQ https://t.co/MTROKCDDqx",RealClearNews
115,2022-01-12 19:20:03+00:00,1481345246051155974,COMMENTARY | The Psychodrama of American Politics https://t.co/tXEWav1s3k https://t.co/rEduhjJWJN,RealClearNews
116,2022-01-12 18:20:03+00:00,1481330146439221250,COMMENTARY | The one culture war that truly matters is the battle between “equality of opportunity” versus “equality of outcome” https://t.co/8mbJzHVh55 https://t.co/gcdhaLAEzO,RealClearNews
117,2022-01-12 15:06:52+00:00,1481281532430098437,"Kalev Leetaru | How Has The Phrase ""New Normal"" Been Covered On Television News?

https://t.co/li4elBxV3q https://t.co/Xr4jloGOWp",RealClearNews
118,2022-01-12 14:39:31+00:00,1481274649107382276,"COMMENTARY | Climate Industrial Complex Left Clueless as Fossil Fuels Proliferate | via @RealClearEnergy 

https://t.co/7OukuOrivp",RealClearNews
119,2022-01-11 18:45:03+00:00,1480974049350230017,COMMENTARY | The Problem With Ideological Purity in Congress https://t.co/IOEhdpMIJh https://t.co/QWltDj2BOG,RealClearNews
120,2022-01-11 16:27:50+00:00,1480939520723927040,"COMMENTARY | What Critics Get Wrong About Energy Choice | via @RealClearEnergy 

https://t.co/y1FfXqZvnN",RealClearNews
121,2022-01-11 15:29:31+00:00,1480924841981132815,"Kalev Leetaru | How Has Cyber Ninjas Been Covered On Television News?

https://t.co/bBKrTmK2dL https://t.co/0RMvjUWxZj",RealClearNews
122,2022-01-11 14:56:17+00:00,1480916479897972747,"BOOK REVIEW | Get Ready for a New Roaring Twenties | via @RCScience 

https://t.co/yHoGcoHupb",RealClearNews
123,2022-01-10 19:30:11+00:00,1480623020012093449,"COMMENTARY | As is commonplace, the Republicans have used the filibuster selectively, only to oppose proposals about which they feel most strongly https://t.co/igbb6Feh7f https://t.co/03KwwCaGYW",RealClearNews
124,2022-01-10 14:51:54+00:00,1480552990742306820,"Kalev Leetaru | How Has Justice Sotomayor's ""100,000 Children"" Statement Been Covered On Television News?

https://t.co/8decwV7XQ4 https://t.co/R70aTl8O1q",RealClearNews
125,2022-01-07 20:24:52+00:00,1479549620510511105,"COMMENTARY | Shrink the State or Drain the Swamp? | via @TrustworthyEle1 

https://t.co/Q2hJMMbZwD",RealClearNews
126,2022-01-07 17:44:15+00:00,1479509200455806979,"COMMENTARY | Who Draws A “Fair” Map? | via RealClearPublicAffairs

https://t.co/QrsxPP8ckr",RealClearNews
127,2022-01-07 17:40:53+00:00,1479508350345822209,"COMMENTARY | Biden's Vaccine Idolatry is Not Working | via @realclearpolicy 

https://t.co/Y3UG0FLMMj",RealClearNews
128,2022-01-07 17:26:14+00:00,1479504664139907072,"COMMENTARY | Yes, the Biden Administration DOES Have a Magic Wand for Energy Prices | via @RealClearEnergy 

https://t.co/sCgzjBZVvP",RealClearNews
129,2022-01-07 15:00:01+00:00,1479467867632377857,"Kalev Leetaru | CNN Is Winding Down Its Covid-19 Dashboard Again

https://t.co/hQYPY3bUlr https://t.co/u7Q0qT5E8y",RealClearNews
130,2022-01-06 15:00:00+00:00,1479105474519830528,"Kalev Leetaru | How Have Essential Workers Been Covered On Television News?

https://t.co/4tmowu6VXb https://t.co/XVJc69Jxwv",RealClearNews
131,2022-01-06 13:43:38+00:00,1479086255333953543,"COMMENTARY | U.S. Natural Gas Is Critical to Strengthening America’s National Security | via @RealClearEnergy 

https://t.co/E0OVeXoSKZ",RealClearNews
132,2022-01-06 13:42:30+00:00,1479085973896056840,"COMMENTARY | Solar Power and Household ‘Net-Metering:’ Who Subsidizes Whom? | via @RealClearEnergy 

https://t.co/MFmzDLKgPB",RealClearNews
133,2022-01-05 21:45:02+00:00,1478845019490557958,COMMENTARY | Republican Hypocrisy on 'Blue Lives Matter' https://t.co/USpgk36NEu https://t.co/ujZtzGclK5,RealClearNews
134,2022-01-05 20:40:02+00:00,1478828660627025926,COMMENTARY | George Mason University Should Rescind Its Booster Mandate https://t.co/IDCBpYlHvx https://t.co/cmYdt7ZY6x,RealClearNews
135,2022-01-05 15:00:00+00:00,1478743089292402692,"Kalev Leetaru | How Has January 6th Been Covered On Television News?

https://t.co/KYHcwWaFkO https://t.co/cpRmdjXiGU",RealClearNews
136,2022-01-04 19:40:03+00:00,1478451174995120136,"COMMENTARY | Leveraging its immense market power, may a single state usurp Congress’s authority over interstate commerce by enacting a regulation that forces the restructuring of an entire U.S. industry? https://t.co/cGaNmk2bim https://t.co/paUdXKc6Bb",RealClearNews
137,2022-01-04 18:40:02+00:00,1478436074158440451,COMMENTARY | How Liz Cheney Can Win Reelection https://t.co/vWu6seJ4DH https://t.co/Jb1Z1qL1XV,RealClearNews
138,2022-01-04 17:40:02+00:00,1478420974299189248,COMMENTARY | 'America First' Has Answers for U.S. Crisis of Confidence https://t.co/3s6vEv39l0 https://t.co/L8LFOWFbMV,RealClearNews
