,Datetime,ID,Text,Media
15,2022-02-09 00:05:06+00:00,1491201453976870914,"In order to survive, these largely 300-year-old sponge communities feed off of the fossilized remains of now-extinct animals and fauna. https://t.co/zLS9D3ZozR",CNN
16,2022-02-08 23:40:11+00:00,1491195182645055494,"It's survived the Norman Conquest, the English Civil War, the bubonic plague, two World Wars and one World Cup victory, but the Ye Olde Fighting Cocks Pub, which has been in business since 793 A.D., is now facing closure due to pandemic hardships https://t.co/HHBEE4ZiUN https://t.co/GnTfXRVCet",CNN
17,2022-02-08 23:30:09+00:00,1491192659674869762,"Law enforcement officials have seized $3.6 billion in stolen cryptocurrency in what US Deputy Attorney General Lisa Monaco called ""the department's largest financial seizure ever.""
https://t.co/b2S9KJBKi1",CNN
18,2022-02-08 23:00:08+00:00,1491185105485897739,Adele had a big night at the 2022 Brit Awards. Here's the full list of winners. https://t.co/vxz70197tv,CNN
19,2022-02-08 22:51:05+00:00,1491182827697848322,"House passes a stopgap funding bill to avert a government shutdown at the end of next week. The measure next heads to the Senate.
https://t.co/wBeLVDxNf7",CNN
20,2022-02-08 22:30:09+00:00,1491177558767210499,"The now-retired nun who admitted to stealing more than $835,000 in school funds for gambling trips and personal expenses was sentenced to 12 months and a day in federal prison, according to federal prosecutors https://t.co/NPq8ZabYF7",CNN
21,2022-02-08 22:00:11+00:00,1491170016733110276,"Mitch McConnell and Kevin McCarthy are at odds over the RNC's move to censure Reps. Liz Cheney and Adam Kinzinger for serving on the Jan. 6 panel
https://t.co/dPdxojsDwv",CNN
22,2022-02-08 21:30:11+00:00,1491162467040440327,"Denzel Washington picked up his tenth Academy Award nomination, making him the most nominated Black actor in Oscar history and breaking his own record
https://t.co/OrLcIjClch",CNN
23,2022-02-08 21:00:14+00:00,1491154930190761991,"Hyundai and Kia are telling owners of nearly 500,000 cars and SUVs to park outside due to a possible defect that may pose a risk of spontaneous fires
https://t.co/JDQfRCimxG",CNN
24,2022-02-08 20:56:53+00:00,1491154089534701571,"Second gentleman Doug Emhoff is safe after the Secret Service ushered him out of a room at a DC school due to a bomb threat, his spokesperson says
https://t.co/KL4Fp4iMde",CNN
25,2022-02-08 20:39:32+00:00,1491149723478204418,"""The battle lines here are not Trump versus Pence or the RNC versus Cheney and Kinzinger. It's democracy versus an attempt to overthrow that democracy,"" writes Chris Cillizza | Analysis https://t.co/0585e1d7Qs",CNN
26,2022-02-08 20:22:59+00:00,1491145556646932486,"Weeks-long isolation, repeat stints in quarantine and sub-par meals -- these are conditions that some Olympic athletes snared in Beijing's stringent system for controlling Covid-19 say they are contending with, and some are pushing back https://t.co/nCux9bfyuq",CNN
27,2022-02-08 20:09:47+00:00,1491142234594758656,"As many states see declines in their daily Covid-19 case numbers and hospitalization rates, some have moved forward with plans to lift a significant mitigation measure: mask mandates in schools https://t.co/7DkEAZJ6cd",CNN
28,2022-02-08 20:00:10+00:00,1491139814724456449,"A teen has been arrested in connection with the homicide investigation in which police serving a no-knock warrant shot and killed Amir Locke
https://t.co/nvJ96JZIQ1",CNN
29,2022-02-08 19:52:06+00:00,1491137782848307214,"""With tensions between the US and Russia at their highest level since the beginning of the ISS, it's worth looking to the skies for a way forward on Earth"" | Opinion by Leroy Chiao https://t.co/PNCmjKuiXG",CNN
30,2022-02-08 19:38:20+00:00,1491134318130958338,"GOP lawmakers were aghast the RNC had used the words ""legitimate political discourse"" in a censure resolution describing the roles of Reps. Cheney and Kinzinger in their efforts to investigate the insurrection with Democrats on the House select committee https://t.co/34p3KxIwaO",CNN
31,2022-02-08 19:26:12+00:00,1491131267710132236,"In the tense standoff between Russia and Ukraine, French President Emmanuel Macron has emerged as a central figure in Europe's diplomatic efforts to diffuse potential conflict. https://t.co/CLnh1Mcdlf",CNN
32,2022-02-08 19:13:03+00:00,1491127956424515588,"Amazon, Google, Ikea and BMW are among some of the world's biggest companies failing to meet their own proclaimed climate targets and align with international agreements to slash greenhouse gas emissions, a new report claims. https://t.co/5MX0g8PQ3R",CNN
33,2022-02-08 19:00:15+00:00,1491124736163823621,"Grocery store prices will probably stay elevated this year, according to economists at Goldman Sachs, continuing a Covid trend that has contributed to the high cost of living. https://t.co/lGcdEBqhpF",CNN
34,2022-02-08 18:46:55+00:00,1491121378711556102,"Pfizer's sales in the fourth quarter more than doubled, thanks to strong demand for its Covid-19 vaccine. But that wasn't good enough to satisfy investors https://t.co/KK7rcETLNJ",CNN
35,2022-02-08 18:30:11+00:00,1491117170780418048,His defense comes as the Postal Service faces criticism over its plan to stick with gas. https://t.co/Dw3sLmz7dC,CNN
36,2022-02-08 18:12:00+00:00,1491112594056392709,"Campion, who was nominated for her film ""Power of the Dog,"" is the first woman to ever be nominated twice in the category. Her first nomination was for the 1993 film ""The Piano."" That same year, she won an Oscar for best screenplay for the same movie https://t.co/fX8XHq3DOx",CNN
37,2022-02-08 18:00:04+00:00,1491109589156311044,"As of Monday, Elon Musk's personal Tesla roadster was about 234 million miles from Earth and about 200 million miles from Mars, passing through a no-man's land of outer space. https://t.co/PCKGdEiyJ9",CNN
38,2022-02-08 17:41:58+00:00,1491105035450826757,"This man wanted to know how he can reduce his carbon footprint, so he called CNN to ask how his personal decisions are impacting the planet. Here's what he learned. https://t.co/cATKMyU7Q5 https://t.co/Ol2KndQ7M4",CNN
39,2022-02-08 17:30:11+00:00,1491102070761566209,"Pope Benedict XVI has pushed back against accusations that he knew in 1980 that a priest under his control was an abuser, while denying he had intentionally concealed his presence at a meeting about the priest that year. https://t.co/E3Y2d1gBCh",CNN
40,2022-02-08 17:30:00+00:00,1491102025865695233,"It's survived the Norman Conquest, the English Civil War, the bubonic plague, two World Wars and one World Cup victory, but the Ye Olde Fighting Cocks Pub, which has been in business since 793 A.D., is now facing closure due to pandemic hardships https://t.co/HHBEE4HI3f https://t.co/UfAG3ck7ZM",CNN
41,2022-02-08 17:12:35+00:00,1491097640150392840,"The virtual currency briefly breached the $45,000 milestone for the first time in roughly a month overnight, according to CoinMarketCap https://t.co/RnfSaedwVv",CNN
42,2022-02-08 17:07:32+00:00,1491096371604205568,"Wyoming Republican Rep. Liz Cheney has already raised millions for her 2022 reelection campaign.

In today's episode of The Point, CNN's Chris Cillizza explains how all that money might not be enough to save one of the GOP's most outspoken critics of former President Donald Trump https://t.co/cTnKhnZR4t",CNN
43,2022-02-08 17:00:23+00:00,1491094570012139523,📽 Oscar nominations 2022: See the full list of nominees 🍿 https://t.co/OOTjF8G0LE,CNN
44,2022-02-08 16:57:27+00:00,1491093831340773390,The Atlanta-area DA investigating Donald Trump's efforts to overturn the 2020 election results in Georgia cast doubt on the argument by the ex-President's attorneys that he can't be prosecuted for potential crimes committed during his time in office https://t.co/8LLtYnwNYw,CNN
45,2022-02-08 16:39:26+00:00,1491089299571453961,"From dual fridges and zoom rooms to escape spaces, home builders are preparing for what the future may bring. Even HGTV is adapting its programming around people's changing habits. https://t.co/13HfEv624x https://t.co/PGp1KEAngB",CNN
46,2022-02-08 16:28:10+00:00,1491086464960114692,Iran and the United States return to Vienna on Tuesday for another round of talks aimed at reviving the 2015 nuclear agreement abandoned by the Trump administration https://t.co/90eHerO85I,CNN
47,2022-02-08 16:17:19+00:00,1491083731234439169,"Whether it be the seemingly manic brushing done in front of the stone or the incredible skill needed to accurately slide stones into precise positions from so far away, curling has become must-watch TV 🥌 https://t.co/TANgCUTtYs",CNN
48,2022-02-08 16:06:40+00:00,1491081051426504710,"The US Commerce Department said on Monday it had added 33 Chinese entities to its so-called 'unverified list', which requires US exporters to go through more procedures before shipping goods to the entities https://t.co/dBt7QjP0Mh",CNN
49,2022-02-08 15:55:52+00:00,1491078336273080326,An English pub that claims to be the oldest in Britain is closing due to financial problems worsened by the pandemic https://t.co/kI5wsVuxMs,CNN
50,2022-02-08 15:45:08+00:00,1491075634054975493,Here's how a dog calmed a ranting soccer coach. CNN's Jeanne Moos reports. https://t.co/Aa6ZNI8JSU https://t.co/Gjsc9L7psG,CNN
51,2022-02-08 15:35:12+00:00,1491073135285841923,"People using e-cigarettes to quit smoking found them to be less helpful than more traditional smoking cessations aids, a new study has found. https://t.co/KSKKLqZii6",CNN
52,2022-02-08 15:20:44+00:00,1491069493199745029,News that Britain's biggest oil companies made $32 billion in profit last year is stoking calls for the UK government to impose a temporary tax on their earnings to help households pay soaring energy bills https://t.co/PhIsW2lV7r,CNN
53,2022-02-08 15:10:08+00:00,1491066827421765634,"Listen to the CNN 5 Things podcast for the latest on these top stories and more:

✔️ Parts of US ending Covid-19 restrictions 
✔️ What is ""The Great Upgrade""?
✔️ Presidents of France and Ukraine meet 

https://t.co/1EbuV74K6L",CNN
54,2022-02-08 15:02:53+00:00,1491065001414729728,"Citing a 65% drop in Covid-19 cases since the peak of the Omicron surge, California will end its statewide indoor mask mandate for vaccinated individuals next week, nearly two years after it was first implemented, Gov. Gavin Newsom announced https://t.co/llqwfWfQ96",CNN
55,2022-02-08 14:53:11+00:00,1491062559520210952,The Houston Texans have announced the hiring of defensive coordinator Lovie Smith as the franchise's next head coach. https://t.co/XAW116UaOv,CNN
56,2022-02-08 14:44:06+00:00,1491060274727694340,"German Chancellor Olaf Scholz insisted during a CNN interview that the United States and Germany are on the same page when it comes to Russia and Ukraine, even as he refused to discuss the Nord Stream 2 pipeline between Russia and Germany. https://t.co/agVlLZ5ZJb",CNN
57,2022-02-08 14:32:28+00:00,1491057346382082053,"Eric Lander, a top science adviser to President Biden, resigned after a White House investigation that found he had violated workplace policies became public, according to a White House official https://t.co/3dmgFRUfNZ",CNN
58,2022-02-08 14:15:07+00:00,1491052977871802380,Canadian protesters have blocked access to the busiest international crossing in North America in yet another demonstration of their grievances against the nation's Covid-19 preventative measures https://t.co/udskO1nRO3,CNN
59,2022-02-08 13:59:33+00:00,1491049061566361600,"The US has approved the possible sale to Taiwan of military equipment and services, including engineering services to support the Patriot missile defense system, for an estimated $100 million, according to a statement released by the Defense Department https://t.co/Oc3YX6oHtI",CNN
60,2022-02-08 13:47:15+00:00,1491045966740398080,"The nominees for the 94th Academy Awards are being revealed 📽

🍿 Click below to see who's in the running for Hollywood's most prestigious awards ⬇️

https://t.co/8L3KmIy7va",CNN
61,2022-02-08 13:31:52+00:00,1491042094949052426,Peloton is reportedly replacing embattled CEO John Foley and cutting about 20% of its corporate workforce to help reinvigorate the flailing fitness company https://t.co/4x8sVkZPF5,CNN
62,2022-02-08 13:20:01+00:00,1491039115550371844,"A new government report out Tuesday details how opioid trafficking in the United States has changed in recent years, with Mexico now a ""dominant source"" of the country's fentanyl supply and synthetic opioids rapidly saturating drug markets https://t.co/7SpkS1kkUl",CNN
63,2022-02-08 13:05:31+00:00,1491035464211607563,"US skateboarder and filmmaker Josh Neuman was one of four people killed in a plane crash in Iceland, local authorities confirmed https://t.co/4Pi6BQjI4x",CNN
64,2022-02-08 12:50:49+00:00,1491031766949376000,"The pair have been romantically linked since last year, but haven't done much talking publicly about the state of their relationship https://t.co/o6uWOGqH8F",CNN
65,2022-02-08 12:33:22+00:00,1491027373789257728,A former Chicago bank executive was sentenced to one year and one day in federal prison for conspiring with one-time Donald Trump campaign chairman Paul Manafort to exchange risky bank loans for a high-ranking position in the presidential administration. https://t.co/lCgWJYq2qQ,CNN
66,2022-02-08 12:15:32+00:00,1491022887511523332,"It was once flooded with blood, linked to convicts, synonymous with slaughter and haunted by pirates.

But now, Misery Beach is the shock winner of the official ""Australia's Best Beach"" award for 2022. https://t.co/yua3IFOBut",CNN
67,2022-02-08 11:57:44+00:00,1491018408355405826,What is Rasputitsa? And could it be the key to Russia's next move regarding Ukraine? https://t.co/l0vefelVM5,CNN
68,2022-02-08 11:46:31+00:00,1491015584527654912,"CNN's Brian Stelter delves into Spotify's Joe Rogan controversy, as well as Neil Young's words to the platform's employees https://t.co/jGxEwbpkXr",CNN
69,2022-02-08 11:35:26+00:00,1491012794581401603,"A spellbinding routine from Nathan Chen set a new short-program world record in the men's figure skating event in Beijing on Tuesday, lifting the American to the top spot and within sight of a dream first Winter Olympic gold medal https://t.co/mpY0wtHdp0",CNN
70,2022-02-08 11:24:31+00:00,1491010046301515778,"A sprawling $600-million movie studio led by Hollywood star Robert De Niro has been given the go-ahead by New York planning authorities, according to the architects behind the complex https://t.co/1olwVSM1Te",CNN
71,2022-02-08 11:11:13+00:00,1491006700014424069,"The suspect in Monday's deadly shooting inside a grocery store in Washington state has been arrested, police said late Monday https://t.co/22G1BtdhfS",CNN
72,2022-02-08 10:48:54+00:00,1491001082402717696,"More than 40% of drivers reporting alcohol and cannabis use in a national survey also reported driving under the influence of one or both of the substances, a new study found https://t.co/6lQzAzndvT",CNN
73,2022-02-08 09:48:21+00:00,1490985845049987073,"A Texas National Guard soldier has died in a non-mission-related incident in the town of Brackettville, the Guard announced Monday https://t.co/TBNI70blmW",CNN
74,2022-02-08 09:31:08+00:00,1490981512770162691,"Eventually the facility will be able to test how different types of infrastructure, roads, bridges will all respond with a Category 6 storm https://t.co/pTTRUVkODa",CNN
75,2022-02-08 09:01:07+00:00,1490973957549441033,"Earth's orbit has been collecting debris, and now the White House is looking for new technology to clean it up. https://t.co/DIYQ4WMc5E https://t.co/2yDZiWNaCe",CNN
76,2022-02-08 08:31:04+00:00,1490966396758540290,"Amazon, Google, Ikea and BMW are among some of the world's biggest companies failing to meet their own proclaimed climate targets and align with international agreements to slash greenhouse gas emissions, a new report claims. https://t.co/ZUfnZzREWx",CNN
77,2022-02-08 08:01:04+00:00,1490958848039006208,"Spirit and Frontier Airlines have announced a $6.6 billion merger, a combination of low-fare carriers that would create America's fifth-largest airline. https://t.co/P1UkmAxE5m https://t.co/4B0bY7eY2G",CNN
78,2022-02-08 07:31:03+00:00,1490951294567292932,"Dwayne ""The Rock"" Johnson initially supported Joe Rogan, but has ""become educated"" since learning of Rogan's use of a racial slur.
https://t.co/x2kIJzO81K",CNN
79,2022-02-08 07:01:08+00:00,1490943763371692032,"Dana Santas, a breathing, mobility and mind-body coach in professional sports, demonstrates a five-minute yoga routine that can help relieve stress. https://t.co/NiJMNRv5T5 https://t.co/9ogHxOCcGH",CNN
80,2022-02-08 06:29:39+00:00,1490935840163434497,"This man wanted to know how he can reduce his carbon footprint, so he called CNN to ask how his personal decisions are impacting the planet. Here's what he learned. https://t.co/52MuNtPRdI https://t.co/vnyVpSg9Uq",CNN
81,2022-02-08 06:16:27+00:00,1490932520501891072,"From dual fridges and zoom rooms to escape spaces, home builders are preparing for what the future may bring. Even HGTV is adapting its programming around people's changing habits. https://t.co/jl1SBqAnjn https://t.co/fBlvWss4BJ",CNN
82,2022-02-08 06:03:18+00:00,1490929208868151296,"Using proprietary tech to 3D print rockets, California-based startup Relativity Space has dreams of helping build a Mars colony -- but it has to get a launch under its belt first. https://t.co/4mNxLxHXOb https://t.co/Fyr1LyuGFJ",CNN
83,2022-02-08 05:52:12+00:00,1490926416690655232,Here's how a dog calmed a ranting soccer coach. CNN's Jeanne Moos reports. https://t.co/8ihK0VkjOD https://t.co/rv2Fp7GMe6,CNN
84,2022-02-08 05:35:14+00:00,1490922146599784448,An experimental implant that stimulates the spinal cord is giving new hope to people with paralysis to get back on their feet https://t.co/6ejKgxuFbY https://t.co/YVljFu4t4p,CNN
85,2022-02-08 05:21:16+00:00,1490918633228357634,"For the first time, chimpanzees were spotted capturing insects and applying them to each other, possibly as a form of medication. This behavior may be a sign of empathy, according to a new study. https://t.co/nB21LeyeLs https://t.co/WcCl5bbTZW",CNN
86,2022-02-08 05:07:17+00:00,1490915114777726977,"It was once flooded with blood, linked to convicts, synonymous with slaughter and haunted by pirates.

But now, Misery Beach is the shock winner of the official ""Australia's Best Beach"" award for 2022. https://t.co/zGIpGnDtuK",CNN
87,2022-02-08 04:53:49+00:00,1490911724983271428,"GOP lawmakers were aghast the RNC had used the words ""legitimate political discourse"" in a censure resolution describing the roles of Reps. Cheney and Kinzinger in their efforts to investigate the insurrection with Democrats on the House select committee https://t.co/9ndQFhUHo7",CNN
88,2022-02-08 04:35:24+00:00,1490907088905768960,The Atlanta-area DA investigating Donald Trump's efforts to overturn the 2020 election results in Georgia cast doubt on the argument by the ex-President's attorneys that he can't be prosecuted for potential crimes committed during his time in office https://t.co/A9uEyoHVhe,CNN
89,2022-02-08 04:17:37+00:00,1490902615877685255,"Citing a 65% drop in Covid-19 cases since the peak of the Omicron surge, California will end its statewide indoor mask mandate for vaccinated individuals next week, nearly two years after it was first implemented, Gov. Gavin Newsom announced https://t.co/m1v6PGZSRJ",CNN
90,2022-02-08 04:04:30+00:00,1490899313484050434,The Houston Texans have announced the hiring of defensive coordinator Lovie Smith as the franchise's next head coach. https://t.co/ovW8r0RC7N,CNN
91,2022-02-08 03:48:04+00:00,1490895177065639939,The home crowd erupted when China's Eileen Gu won the women's big air freeskiing gold in Beijing https://t.co/6S4N3JBWSC,CNN
92,2022-02-08 03:37:53+00:00,1490892615549657089,An English pub that claims to be the oldest in Britain is closing due to financial problems worsened by the pandemic https://t.co/is50Ylzglj,CNN
93,2022-02-08 03:19:48+00:00,1490888065841307650,"A massive protest by Canadian truckers and others against Covid-19 mandates has entered a second week. The city's mayor has declared a state of emergency, and the capital's police chief is calling for outside help. Here's what you need to know. https://t.co/UO3uq1WhNE",CNN
94,2022-02-08 03:01:03+00:00,1490883345261240321,"The Electoral Count Act proved to be a vital safeguard for democracy when Trump sought to overturn the 2020 presidential election in his favor. Still, Trump's effort to exploit the law has prompted lawmakers from both parties to take a look at updating it. https://t.co/NZ8Q5kbhMc",CNN
95,2022-02-08 02:43:35+00:00,1490878948074565633,"A mischievous kea parrot grabbed the Verheul family's camera and captured a bird's eye view of a hiking trail in the Fiordland National Park, in New Zealand https://t.co/VI20K4gqrc https://t.co/Mu3ab6xaNV",CNN
96,2022-02-08 02:25:45+00:00,1490874461557604358,A former Chicago bank executive was sentenced to one year and one day in federal prison for conspiring with one-time Donald Trump campaign chairman Paul Manafort to exchange risky bank loans for a high-ranking position in the presidential administration. https://t.co/0or8fYnvlK,CNN
97,2022-02-08 02:15:52+00:00,1490871976671465474,"Eric Lander, a top science adviser to President Biden, resigned after a White House investigation that found he had violated workplace policies became public, according to a White House official https://t.co/H2oXzhevmH",CNN
98,2022-02-08 02:13:12+00:00,1490871305536741376,"People using e-cigarettes to quit smoking found them to be less helpful than more traditional smoking cessations aids, a new study has found. https://t.co/fh0QuTQR4h",CNN
99,2022-02-08 02:01:06+00:00,1490868257993154562,"James Bennet, former head of the New York Times editorial section who is being sued along with the paper by Sarah Palin for defamation, is expected to take the witness stand Tuesday, an attorney for Palin said in court. https://t.co/sGWwaGrr5h",CNN
100,2022-02-08 01:46:07+00:00,1490864488718999553,"German Chancellor Olaf Scholz insisted during a CNN interview that the United States and Germany are on the same page when it comes to Russia and Ukraine, even as he refused to discuss the Nord Stream 2 pipeline between Russia and Germany. https://t.co/phjEu91kgd",CNN
101,2022-02-08 01:31:08+00:00,1490860715154067462,"Amazon, Google, Ikea and BMW are among some of the world's biggest companies failing to meet their own proclaimed climate targets and align with international agreements to slash greenhouse gas emissions, a new report claims. https://t.co/2BpW3yzwYA",CNN
102,2022-02-08 01:15:03+00:00,1490856670737674242,"Congressman Ro Khanna on the proposed Spirit and Frontier Airlines merger: “Look, the DOJ should review it … But having flown Spirit just twice in my life, and both times having my bags lost, I can’t imagine the consumer experience could get worse."" https://t.co/rs8jsbtMis",CNN
103,2022-02-08 01:01:03+00:00,1490853148357021697,"In the tense standoff between Russia and Ukraine, French President Emmanuel Macron has emerged as a central figure in Europe's diplomatic efforts to diffuse potential conflict. https://t.co/pqexWn49yB",CNN
104,2022-02-08 01:00:10+00:00,1490852924678979587,The White House maintained its adherence to US Centers for Disease Control and Prevention guidance encouraging mask usage in schools Monday as some states take steps toward lifting mask mandates in the classroom https://t.co/VrCg2yWHuI,CNN
105,2022-02-08 00:45:07+00:00,1490849137826299904,"House Democrats on Monday introduced a short-term measure to extend government funding through March 11, an effort to avert a shutdown at the end of next week since funding is currently set to expire on February 18 https://t.co/FfMcB5Mkst",CNN
106,2022-02-08 00:32:05+00:00,1490845857725435907,A second defendant has signed a guilty plea agreement for his participation in the foiled plot to kidnap Michigan Democratic Gov. Gretchen Whitmer in 2020. https://t.co/qePsDKHe7p,CNN
107,2022-02-08 00:30:05+00:00,1490845354694254602,"Eventually the facility will be able to test how different types of infrastructure, roads, bridges will all respond with a Category 6 storm https://t.co/O5iEE6mb2C",CNN
108,2022-02-08 00:15:09+00:00,1490841595628957697,"Dillon Helbig, 8, wrote a Christmas book and snuck it into the library's stacks in Boise, Idaho, his family said. When a librarian saw it, the staff decided to catalog the book https://t.co/GtKs6WqIBl",CNN
109,2022-02-08 00:00:10+00:00,1490837825851428866,"The Omicron wave of Covid-19 cases has receded significantly in the US over the past few weeks, but more people are dying each day from the contagious illness than died during the peak of the Delta wave last summer https://t.co/YAQ3ax5qjf",CNN
110,2022-02-07 23:45:07+00:00,1490834038239764483,How tough is it to afford a home in this wild housing market? A lot depends on how much you earn and how many houses are for sale where you live https://t.co/NjGhMvoOi4,CNN
111,2022-02-07 23:38:02+00:00,1490832255811469312,Republican candidate Vernon Jones said he was ending his bid for Georgia governor and would instead run for Congress in 2022. https://t.co/fKJSM3Xfdo,CNN
112,2022-02-07 23:30:06+00:00,1490830259583090690,Officers with the New York City Police Department's hate crimes unit are investigating three incidents in Brooklyn over the weekend that have drawn the attention of Mayor Eric Adams https://t.co/cQuWkOc4OF,CNN
113,2022-02-07 23:22:03+00:00,1490828231569813505,"The Virginia Supreme Court dismissed a lawsuit filed last month by parents in Chesapeake, Virginia, who alleged that Republican Gov. Glenn Youngkin's mask executive order ran afoul of the state constitution. https://t.co/hOMV0u9Hjj",CNN
114,2022-02-07 23:15:04+00:00,1490826474751873026,Florida Gov. Ron DeSantis appeared Monday to voice support for a controversial state bill that would ban certain discussions about sexual orientation and gender identity in the classroom https://t.co/tV8VgDqMaz,CNN
115,2022-02-07 23:08:05+00:00,1490824716164251649,Tesla said it received a subpoena from the US securities regulator related to a settlement that required Chief Executive Elon Musk's tweets on material information about the company to be vetted. https://t.co/HJtSCEmEXs,CNN
116,2022-02-07 23:04:49+00:00,1490823897385619456,Richland Police Cmdr. Chris Lee said the suspect fled the Fred Meyer store after the man opened fire with a handgun shortly after 11 a.m. (2 p.m. ET) https://t.co/IODbWU3B1W,CNN
117,2022-02-07 23:02:46+00:00,1490823381276672002,"One person was killed and another was injured in a shooting at a grocery store in the southern Washington city of Richland, authorities say https://t.co/ysysRPw25K",CNN
118,2022-02-07 23:00:27+00:00,1490822794543722497,"The e-commerce and cloud computing giant announced in an internal blog post Monday that the company's maximum base pay in the United States is more than doubling, to $350,000 a year from $160,000 https://t.co/B3PiMWeA5i",CNN
119,2022-02-07 22:52:02+00:00,1490820680400752640,"Authorities in West Palm Beach, Florida, are investigating the death of a bicyclist who fell to her death from a drawbridge as it opened. https://t.co/jL58VkpwNe",CNN
120,2022-02-07 22:46:03+00:00,1490819173240479754,"Torcello, in the north of the Venetian lagoon, has a handful of residents -- but one of Europe's finest Byzantine churches. Legend has it that this is where Venice began -- but now archeologists think differently. https://t.co/fIwJNQBdI5",CNN
121,2022-02-07 22:42:09+00:00,1490818191332884482,"The Democratic governors of Connecticut, New Jersey and Delaware have set timelines for the end of their states' school mask mandates https://t.co/ECZ59hdC4a",CNN
122,2022-02-07 22:41:03+00:00,1490817912910884864,"Two of three inmates who escaped from a jail in northeast Tennessee on Friday are dead, according to the Sullivan County Sheriff's Office. Authorities are still looking for the third man. https://t.co/YAHdp10GVy",CNN
123,2022-02-07 22:38:04+00:00,1490817164986703873,"President Joe Biden and German Chancellor Olaf Scholz sought to put on a united front Monday at the White House, but one key sticking point appeared to remain despite their pledges of unity: The future of the Nord Stream 2 gas pipeline. https://t.co/owbX0r62EK",CNN
124,2022-02-07 22:32:26+00:00,1490815746577895425,"JUST IN: The Supreme Court, in a 5-4 decision, allowed a congressional map drawn by Alabama Republicans to remain in place, freezing a lower court ruling that said the map likely violates the Voting Rights Act. https://t.co/8u6q5TZNd0",CNN
125,2022-02-07 22:31:02+00:00,1490815395363753985,"Three former White House officials said they saw Trump, on numerous occasions, manually destroy papers he was no longer interested in or had finished reviewing — a practice that made it difficult for WH staff secretaries to preserve presidential records. https://t.co/p1XLAF30J5",CNN
126,2022-02-07 22:22:03+00:00,1490813132834545667,"The CDC has added even more destinations to its ever-growing list of places considered to be a ""very high"" travel risk for Covid-19. https://t.co/PetYi52Qkz",CNN
127,2022-02-07 22:15:04+00:00,1490811374599131141,"The musical stars Beanie Feldstein as Fanny Brice, Jane Lynch, Ramin Karimloo and Jared Grimes https://t.co/Jwv8GIxSkH",CNN
